paper_id,title,decision,reason,abstract_available
P3633db2ce88f,Natural DNA Transformation Is Functional in Lactococcus lactis subsp. cremoris KW2,yes,Overproduced ComX enabled DNA transformation and gene deletions,True
P36440bd384f2,Enhancing recombinant protein yields in the E. coli periplasm by combining signal peptide and production rate screening,no,No genetic manipulation performed,True
P364d6db2ffa0,En-WBF: A novel ensemble learning approach to wastewater quality prediction based on weighted BoostForest,maybe,no abstract text available,False
P365f85906edd,"CRISPR/Cas9-targeted smpB mutation revealing roles in biofilm formation, motility, and antibiotic susceptibility in Acinetobacter baumannii.",yes,CRISPR/Cas9 edited smpB gene in A. baumannii,True
P371d97e66997,Combined Genome Editing and Transcriptional Repression for Metabolic Pathway Engineering in Corynebacterium Glutamicum Using a Catalytically Active Cas12a,yes,Genetically manipulated C. glutamicum with CRISPR editing and repression,True
P372cec6997dc,Reorganization of a synthetic microbial consortium for one-step vitamin C fermentation,yes,Deleted sorbose metabolism genes in G. oxydans,True
P379096dceddd,Domestic wastewater treatment towards reuse by “self-supplied” microbial electrochemical system assisted UV/H2O2 process,no,No genetic manipulation of microbes performed,True
P381bc73715ad,A synthetic promoter system for well-controlled protein expression with different carbon sources in Saccharomyces cerevisiae,yes,Engineered synthetic promoters in yeast strain,True
P3841ebdd1e94,Bifidobacterium bifidum as an example of a specialized human gut commensal,no,"Only reviews genetic features, no manipulation",True
P38c74a137df8,Secretory production of spider silk proteins in metabolically engineered Corynebacterium glutamicum for spinning into tough fibers,yes,Metabolic engineering and secretion of recombinant spidroin in C. glutamicum,True
P38cc30da6330,"CRISPR-Cas-Based antimicrobials: design, challenges, and bacterial mechanisms of resistance.",no,"Only discusses design and delivery, no wet-lab manipulation",True
P3917fa2b0792,Multilevel systematic optimization to achieve efficient integrated expression of Escherichia coli,yes,Genetically manipulated E. coli with gene integration and promoter optimization,True
P395c60b5c8bb,Functional Characterization of irf3 Against Viral Hemorrhagic Septicemia Virus Infection Using a CRISPR/Cas9-Mediated Zebrafish Knockout Model,no,"Manipulates zebrafish, not a bacterium or archaeon",True
P39876f6831ac,Predicted functional genes for the biodegradation of xenobiotics in groundwater and sediment at two contaminated naval sites,no,"Only predictive bioinformatics, no wet-lab manipulation",True
P3988162fc1a5,Synthesis of three advanced biofuels from ionic liquid-pretreated switchgrass using engineered Escherichia coli,yes,Engineered E. coli to digest biomass and produce biofuels,True
P399b3bf6505d,Synergistic effects of butyrate-producing bacteria (Clostridium senegalense I5 or Paraclostridium benzoelyticum G5) and Gracilaria lemaneiformis-originated polysaccharides on the growth and immunity of rabbitfish,no,No genetic manipulation of microbes performed,True
P3a989cab2e00,,no,"Manipulates plant, not microbial",True
P3aaae407458f,Synthetic quorum-sensing circuit to control consortial biofilm formation and dispersal in a microfluidic device,yes,Engineered proteins for biofilm dispersal and control,True
P3b3023f54adf,A universal strategy for the efficient expression of nanobodies in Pichia pastoris,maybe,no abstract text available,False
P3bbc4e57d904,Polymyxin B-polysaccharide polyion nanocomplex with improved biocompatibility and unaffected antibacterial activity for acute lung infection management,no,No genetic manipulation of microbes performed,True
P3bbeafb1ed9f,Conjugative transfer and autonomous replication of a promiscuous IncQ plasmid in the cyanobacterium Synechocystis PCC 6803,maybe,no abstract text available,False
P3bcaafeb3757,Development of a thiostrepton-free system for stable production of PLD in Streptomyces lividans SBT5,yes,Genetically engineered plasmid and strain constructed,True
P3c0e737d6c77,Cytotoxic effect of green silver nanoparticles against ampicillin-resistant Klebsiella pneumoniae.,no,No genetic manipulation performed,True
P3c61a72b5824,Streptococcus suis contains multiple phase-variable methyltransferases that show a discrete lineage distribution,no,No genetic manipulation performed,True
P3c752e1c71f9,Drug delivery vectors based on filamentous bacteriophages and phage-mimetic nanoparticles.,no,"Only discusses genetic engineering in theory, no wet-lab attempt",True
P3caf365557da,Induced Inorganic Phosphate Solubilization Through N-Methyl-N’-Nitro-N-Nitrosoguanidine Treated Mutants of Pseudomonas koreensis Strain AK-1 (MTCC Number 12058) Under Polyethylene Glycol,maybe,no abstract text available,False
P3d1f09339b2e,A CRISPR-Cpf1-assisted non-homologous end joining genome editing system of Mycobacterium smegmatis,yes,Tested Cas proteins and detected NHEJ in M. smegmatis,True
P3d1f2dcab48c,Imaging of Streptomyces coelicolor A3(2) with reduced autofluorescence reveals a novel stage of FtsZ localization,no,No genetic manipulation attempted,True
P3d5b873de2cf,Streptococcal Bacteriocins and the Case for Streptococcus Salivarius as Model Oral Probiotics,no,No genetic manipulation attempted,True
P3dcadbceec4c,Generation of Blunt Snout Bream Without Intermuscular Bones by runx2b Gene Mutation,maybe,no abstract text available,False
P3e462cdf8675,Probing Differences in Gene Essentiality between the Human and Animal Adapted Lineages of the Mycobacterium tuberculosis Complex Using TnSeq,yes,Used transposon mutagenesis and CRISPRi in Mycobacterium,True
P3e532a033056,"Recent applications, future perspectives, and limitations of the CRISPR-Cas system.",no,Focuses on eukaryotic applications and bioinformatics,True
P3e5bf90df99c,Promoter engineering with programmable upstream activating sequences in aspergillus niger cell factory,yes,Constructed synthetic promoters via genetic fusion,True
P3f2b06792032,Childhood Asthma after Bacterial Colonization of the Airway in Neonates,no,"Only cultural detection, no genetic manipulation",True
P3f4b17ebd13a,An efficient ABC transporter signal peptide directs heterologous protein secretion in food-grade hosts,yes,Constructed vectors with signal peptides and evaluated secretion in recombinant strains,True
P414710468c4c,Secondary metabolites produced by endophytic bacteria against the root-knot nematode (Meloidogyne sp.),maybe,no abstract text available,False
P41eda774d57c,"Dietary effects of a short-term Administration of Microalgae Blend on growth performance, tissue fatty acids, and predominant intestinal microbiota in Sparus aurata",no,No genetic manipulation of microbes performed,True
P4202d76fdd7c,Dental Caries and Periodontitis: Contrasting Two Infections That Have Medical Implications,no,No genetic manipulation mentioned,True
P4228831471d4,Thermo-adaptive evolution of Corynebacterium glutamicum reveals the regulatory functions of fasR and hrcA in heat tolerance,no,No genetic manipulation attempted,True
P4237f794a51d,Reversible Gene Expression Control in Yersinia pestis by Using an Optimized CRISPR Interference System,yes,CRISPRi system used to knock down genes in Yersinia pestis,True
P427155b823a5,Recent advancements in reducing the off-target effect of CRISPR-Cas9 genome editing.,no,"Only reviews technology, no wet-lab manipulation",True
P43048b886b47,Plant growth-promotion triggered by extracellular polymer is associated with facilitation of bacterial cross-feeding networks of the rhizosphere.,no,No genetic manipulation performed,True
P43107eeb642f,,yes,CRISPR/Cas12a used for gene editing and repression in R. capsulatus,True
P43148b3da2dc,Antifungal activity of metabolites of the endophytic fungus Trichoderma brevicompactum from garlic,no,No genetic manipulation performed,True
P434a23a8c77d,Enhancing photothermal therapy of tumors with image-guided thermal control of gene-expressing bacteria,yes,Genetically engineered bacteria with inducible gene circuit,True
P435a717e9dfb,,yes,Engineered Lm strain with CRISPR gene modification,True
P436967575fb8,Tailor-made Gene Silencing of Staphylococcus aureus Clinical Isolates by CRISPR Interference,yes,CRISPRi vector constructed and transformed into S. aureus,True
P438f170b7c02,,no,No genetic manipulation attempted,True
P442932a57927,Naringenin-responsive riboswitch-based fluorescent biosensor module for Escherichia coli co-cultures,no,No genetic manipulation of microbes described,True
P4430f8e1b8bc,Genome Editing Using the CRISPR-Cas9 System to Generate a Solid-Red Germline of Nile Tilapia (Oreochromis niloticus),yes,CRISPR-Cas9 used in tilapia zygotes for gene knockout,True
P450bd5bb9480,Predicting microbial community compositions in wastewater treatment plants using artificial neural networks,no,No genetic manipulation performed,True
P4516dcbca659,A Multiplex CRISPR Interference Tool for Virulence Gene Interrogation in Legionella pneumophila,yes,CRISPRi used to silence multiple virulence genes in L. pneumophila,True
P455a30fa1f28,ABE-Ultramax for High-Efficiency Biallelic Adenine Base Editing in Zebrafish,no,"Manipulates zebrafish, not bacteria or archaea",True
P45901f10b3e9,,yes,Demonstrated Tn7 transposition and CRISPR interference in bacteria,True
P45e0e9e847b1,A multiplex genome editing method for Escherichia coli based on CRISPR-Cas12a,yes,CRISPR-Cas12a used for multiplex genome editing in E. coli,True
P4642a30f6969,Two DNA methyltransferases for site-specific 6 mA and 5mC DNA modification in Xanthomonas euvesicatoria,yes,Overexpressed MTases in Xanthomonas euvesicatoria,True
P4675fd37411d,Faecalibacterium Prausnitzii Upregulates Regulatory T Cells and Anti-Inflammatory Cytokines in Treating Tnbs-Induced Colitis,no,No genetic manipulation of microbes performed,True
P46f080ebd64d,Tn4556 and luciferase: Synergistic tools for visualizing transcription in Streptomyces,yes,Used transposon to create mutants in Streptomyces,True
P474ca83e75ea,,yes,Conjugation and plasmid construction attempted,True
P47669b97bd53,Genetic Engineering of Bee Gut Microbiome Bacteria with a Toolkit for Modular Assembly of Broad-Host-Range Plasmids,yes,Demonstrates CRISPRi and Cas9 knockout in bacteria,True
P480ee7d2be74,Small CRISPR RNAs guide antiviral defense in prokaryotes.,no,"Describes natural CRISPR defense, no genetic manipulation",True
P48185093248b,Engineered Lactococcus lactis secreting Flt3L and OX40 ligand for in situ vaccination-based cancer immunotherapy,yes,Genetically engineered Lactococcus lactis expresses fusion protein,True
P4837a277412f,Anti-lipopolysaccharide factor in Litopenaeus vannamei (LvALF): a broad spectrum antimicrobial peptide essential for shrimp immunity against bacterial and fungal infection,no,"Only RNA knockdown, no genetic manipulation of microbes",True
P4911bff8cd59,Development of novel nanoantibiotics using an outer membrane vesicle-based drug efflux mechanism,no,No genetic manipulation performed,True
P492b415d42c2,Combined effect of gene dosage and process optimization strategies on high-level production of recombinant human interleukin-3 (hIL-3) in Pichia pastoris fed-batch culture,yes,Transformants generated with multi-copy cassettes,True
P499124dc559c,Antimicrobial contribution of chitosan surface-modified nanoliposomes combined with colistin against sensitive and colistin-resistant clinical Pseudomonas aeruginosa,no,No genetic manipulation performed,True
P49d63c11adb3,Delivery of foreign antigens by engineered outer membrane vesicle vaccines,yes,Genetic fusion and engineering of ClyA-GFP in E. coli,True
P49f5423a746d,Characterization of the cyclodipeptide synthase gene cluster in Streptomyces sp. NRRL F-5123 by unraveling the biosynthesis of drimentine B,maybe,no abstract text available,False
P4a17706466cc,Enhancing phage therapy through synthetic biology and genome engineering.,yes,Abstract describes genetic engineering of phages for specificity and payload delivery,True
P4a81ebf6be24,Multiplexed tat-Targeting CRISPR-Cas9 Protects T Cells from Acute HIV-1 infection with inhibition of viral escape.,no,"Manipulates T cells, not bacteria or archaea",True
P4b389df1f14b,Co-Expression of α-L-Rhamnosidase and β-Glucosidase in Aspergillus Niger and Its Application in Enzymatic Production of Quercetin,yes,Engineered Aspergillus niger co-expresses enzymes via genetic manipulation,True
P4b4eed2796c0,Horizontal acquisition of the Type I restriction–modification system enhances bacterial pathogenicity by mediating methylation of transcription factor-encoding genes,no,No genetic manipulation attempted,True
P4b54401d8ba1,"61.Chassard C, Delmas E, Robert C, Lawson PA, Bernalier-Donadille A. Ruminococcus champanellensis sp. nov., A cellulose-degrading bacterium from human gut microbiota. Int J Syst Evol Microbiol. 2012;6",no,No genetic manipulation attempted,True
P4b83167a56ed,Cell-free expression system: a promising platform for bacteriophage production and engineering.,no,No genetic manipulation of microbes performed,True
P4c5431bdd987,Engineering of Primary Metabolic Pathways for Titer Improvement of Milbemycins in Streptomyces Bingchenggensis,yes,CRISPRi and gene overexpression performed in bacterium,True
P4c58142d2671,The CovRS Environmental Sensor Directly Controls the ComRS Signaling System to Orchestrate Competence Bimodality in Salivarius Streptococci,no,No genetic manipulation performed,True
P4c5afd0b0b32,Characterization of a Secretory Hydrolase from Mycobacterium tuberculosis Sheds Critical Insight into Host Lipid Utilization by M. tuberculosis,no,No genetic manipulation performed,True
P4d24227198ad,CRISPRi-mediated metabolic engineering of E. coli for o-methylated anthocyanin production,yes,CRISPRi used to silence metJ in E. coli,True
P4d28bc4260e8,Genetic Manipulation of Pathogenic Leptospira: CRISPR Interference (CRISPRi)-Mediated Gene Silencing and Rapid Mutant Recovery at 37 °C,yes,CRISPRi used to silence genes in pathogenic Leptospira,True
P4d7d0f77c888,CRISPR typing and subtyping for improved laboratory surveillance of Salmonella infections.,no,Only bioinformatics analysis of CRISPR repeats,True
P4e0f1c481f6a,A novel crustin from Marsupenaeus japonicus promotes hemocyte phagocytosis,no,No genetic manipulation of microbes performed,True
P4e455c895893,Male Deep Infections by Gardnerella Vaginalis. A Literature Review and a Case Report,maybe,no abstract text available,False
P4e50d86d83d1,Gene therapy for sickle cell disease,no,"Focuses on clinical trials, not bacterial genetic manipulation",True
P4e9a733fe367,Discovery of diverse CRISPR-Cas systems and expansion of the genome engineering toolbox.,no,"Focuses on CRISPR diversity and applications, no wet-lab manipulation described",True
P4ee1c52b68eb,,no,"Only analyzes mutants, no genetic manipulation performed",True
P4fa39d466056,Engineered phage-silver nanoparticle complexes as a new tool for targeted therapies,no,No genetic manipulation of microbes performed,True
P503095a203d5,Polysaccharide-targeting lipid nanoparticles to kill gram-negative bacteria,no,No genetic manipulation performed,True
P50631194799f,Highly efficient nanomedicine from cationic antimicrobial peptide-protected Ag nanoclusters,no,No genetic manipulation of microbes performed,True
P506995e3e1d2,The origins and the future of microfluidics.,no,No genetic manipulation of microbes described,True
P50d7d54b510f,"Molecular cloning, sequence analysis and expression of Fein-Penaeidin from the haemocytes of Indian white shrimp Fenneropenaeus indicus",no,No genetic manipulation performed,True
P510e327d9c86,Comprehensive approaches to combatting Acinetobacter baumannii biofilms: from biofilm structure to phage-based therapies,no,"Only discusses phage therapy, no genetic manipulation",True
P51566f29e6a3,The genome sequence of bifidobacterium longum reflects its adaptation to the human gastrointestinal tract,no,Only genome sequencing and bioinformatics,True
P5209f0d8bbf0,Topical application of conserved dsRNA confers sustainable broad-spectrum resistance against leaf curl disease causing begomoviruses in crops,no,"Manipulates plant, not microbial organism",True
P522399943164,Highly Efficient in Vivo C-to-T Base Editing in Atlantic Salmon (Salmo salar)—A Step Towards Aquaculture Precision Breeding,yes,Base editing and CRISPR-mediated insertion in salmon embryos,True
P522eae39819c,Recombinant expression and functional analysis of an isoform of anti-lipopolysaccharide factors (FcALF5) from Chinese shrimp Fenneropenaeus chinensis,no,"Only recombinant protein production, no genetic manipulation",True
P524392fbdb91,,yes,Explicit genetic manipulation and conjugation performed,True
P5290d3423321,Lipids of the alga Spirulina,maybe,no abstract text available,False
P52a843789b7c,Poly(lactide- co -glycolide) nanoparticles for prolonged therapeutic Efficacy of esculentin-1a-derived antimicrobial peptides against Pseudomonas aeruginosa lung infection: in Vitro and in Vivo studies,no,No genetic manipulation of microbes performed,True
P52c3fdd6c62c,Characterization and function analysis of an anti-lipopolysaccharide factor (ALF) from the Chinese shrimp Fenneropenaeus chinensis,no,No genetic manipulation of microbes performed,True
P52e91746b0a4,Nonviral genome editing based on a polymer-derivatized CRISPR nanocomplex for targeting bacterial pathogens and antibiotic resistance.,yes,CRISPR-Cas9 edited bacterial genome directly,True
P52fde2780e73,Tailoring Bacterial Cellulose Structure through CRISPR Interference‐mediated Downregulation of galU in Komagataeibacter Xylinus CGMCC 2955,yes,CRISPRi used to downregulate galU in K. xylinus,True
P53065c08c0aa,Endophytic fungi: secondary metabolites and plant biotic and abiotic stress management,maybe,no abstract text available,False
P5309e3e72dcf,"CRISPR elements in Yersinia pestis acquire new repeats by preferential uptake of bacteriophage DNA, and provide additional tools for evolutionary studies.",no,"Only sequencing and analysis, no genetic manipulation",True
P5332a937ac6b,An improved method for the electrotransformation of lactic acid bacteria: A comparative survey,yes,Describes electroporation of LAB strains,True
P540c1e01c64e,Characterization and expression of a new subfamily member of penaeidin antimicrobial peptides (penaeidin 5) from Fenneropenaeus chinensis,no,No genetic manipulation of microbes performed,True
P5425599a655d,The effect of salinity on the interaction between microplastic polyethylene terephthalate (PET) and microalgae Spirulina sp,no,No genetic manipulation performed,True
P548f268bb6c0,Adaptive evolution of Paecilomyces variotii enhanced the biodetoxification of high-titer inhibitors in pretreated lignocellulosic feedstock,no,No genetic manipulation attempted,True
P54d57cf491df,Swimming Motility of a Gut Bacterial Symbiont Promotes Resistance to Intestinal Expulsion and Enhances Inflammation,yes,Genetic switches used to manipulate Vibrio motility in vivo,True
P5595c361b9e7,Toward industrial production of isoprenoids in Escherichia coli: lessons learned from CRISPR-Cas9 based optimization of a chromosomally integrated mevalonate pathway,yes,CRISPR-Cas9 used to edit promoter sequences in chromosome,True
P55dc6d0b087c,Glycoengineered outer membrane vesicles: A novel platform for bacterial vaccines,no,No genetic manipulation of microbes described,True
P5610e1451379,Survey of clustered regularly interspaced short palindromic repeats and their associated Cas proteins (CRISPR/Cas) systems in multiple sequenced strains of Klebsiella pneumoniae.,no,Purely bioinformatics; no wet-lab manipulation,True
P561358514e5b,Microbial nanowires for bioenergy applications,no,"Only mentions genetic manipulation as a result, not an attempt",True
P56bd96046724,,yes,CRISPRi/a used to activate silent BGCs in Streptomyces,True
P56db64f60eab,"Yeast α-L-Rhamnosidase: Sources, Properties, and Industrial Applications",maybe,no abstract text available,False
P573a12b74ce4,Control of drought stress in wheat using plant-growth-promoting bacteria.,maybe,no abstract text available,False
P579b64ee253d,Polymyxin B-targeted liposomal photosensitizer cures MDR A. baumannii burn infections and accelerates wound healing via M1/M2 macrophage polarization,no,No genetic manipulation of microbes performed,True
P57a8bc274ec2,Inhibition of NHEJ repair by type ii-a CRISPR-Cas systems in bacteria,yes,Experimental investigation of molecular interactions in bacteria,True
P57daf9a8adac,"44.Uzcategui E, Johansson G, Ek B, Pettersson G. The 1,4-β-D-glucan glucanohydrolases from Phanerochaete chrysosporium. Re-assessment of their significance in cellulose degradation mechanisms. J Biote",no,No genetic manipulation performed,True
P57dfb6d56a8c,Instability challenges and stabilization strategies of pharmaceutical proteins.,no,"Focuses on protein stability, not microbial genetic manipulation",True
P580988fa1dbe,Role of Lactobacillus reuteri in human health and diseases,no,No genetic manipulation attempted,True
P583d4618740d,Programmable DNA looping using engineered bivalent dCas9 complexes,yes,Engineered bivalent dCas9 used to manipulate DNA looping in E. coli,True
P586e68b62f18,A new crustin is involved in the innate immune response of shrimp Litopenaeus vannamei,no,"RNAi knockdown, not genetic manipulation of microbes",True
P58a5746084e7,Pooled CRISPRi Screening of the Cyanobacterium Synechocystis Sp PCC 6803 for Enhanced Industrial Phenotypes,yes,CRISPRi library transformed and used to repress genes,True
P5942aa2594bd,Exploring the Oral Bacterial Flora: Current Status and Future Directions,no,"Only bioinformatics analysis, no genetic manipulation",True
P5966c71c167a,Effect of Plasmid Incompatibility on DNA Transfer to Streptococcus cremoris,yes,Electroporation used to transform bacteria,True
P59769ddb1800,Structures of Cas9 endonucleases reveal RNA-mediated conformational activation,no,"Focuses on structural biology, no genetic manipulation",True
P59b6690b85b2,Engineering of multiple modules to improve amorphadiene production in Bacillus subtilis using CRISPR-Cas9,yes,CRISPR-Cas9 used for genome editing in Bacillus subtilis,True
P5a0132f393f5,Genome-wide abolishment of mobile genetic elements using genome shuffling and CRISPR/Cas-assisted MAGE allows the efficient stabilization of a bacterial chassis,yes,CRISPR/Cas-assisted MAGE used for targeted deletion,True
P5a585b20e7ae,CRISPR/Cas9-Mediated Ehd3 Knockout Enhances High Unsaturated Fatty Acid Content in Zebrafish Muscle,maybe,no abstract text available,False
P5af651b65d9a,Efficient insertional mutagenesis in lactococci and other gram-positive bacteria,yes,Describes transposon-mediated genetic manipulation,True
P5aff35aed8b3,Molecular identification of Nocardia seriolae and comparative analysis of spleen transcriptomes of hybrid snakehead (Channa maculata female × Channa argus male) with Nocardiosis disease,no,No genetic manipulation of microbes performed,True
P5b16579a279d,Differentiation of Mycobacterium tuberculosis isolates by spoligotyping and IS6110 restriction fragment length polymorphism.,no,No genetic manipulation performed,True
P5b63e6c6d44c,Outer membrane vesicles of Neisseria lactamica as a potential mucosal adjuvant,no,No genetic manipulation performed,True
P5c693a0c3b7d,Diverse antimicrobial killing by enterococcus faecium E 50-52 bacteriocin,no,No genetic manipulation performed,True
P5c84be0fc2e6,Development of an efficient genome editing tool in Bacillus licheniformis using CRISPR-Cas9 nickase,yes,"CRISPR-Cas9n used for gene deletion, integration, and large fragment removal",True
P5ce0f6922642,Utilization of CRISPR Interference to Investigate the Contribution of Genes to Pathogenesis in a Macrophage Model of Mycobacterium tuberculosis Infection,no,"Manipulates host cells, not intracellular bacteria",True
P5d054010dc91,"SEVA-Cpf1, a CRISPR-Cas12a vector for genome editing in cyanobacteria",yes,Performed conjugation and gene deletion in cyanobacteria,True
P5dec9af0fd65,Robust multicellular computing using genetically encoded NOR gates and chemical “wires”,yes,Genetically engineered NOR gate in E. coli with quorum sensing,True
P5ecf820c1976,A versatile anti-CRISPR platform for opto- and chemogenetic control of CRISPR-Cas9 and Cas12 across a wide range of orthologs.,no,"Manipulates human cells, not microbes",True
P5efd33c7c4d8,"Activation and mechanism of a cryptic oviedomycin gene cluster via the disruption of a global regulatory gene, adpA, in Streptomyces ansochromogenes",yes,Disruption of adpA and analysis of gene cluster activation,True
P5f661e8490d9,CRISPR-Cas12 and Cas13: the lesser known siblings of CRISPR-Cas9.,maybe,no abstract text available,False
P5f8bf0aab27b,"Individual domains of colicins confer specificity in colicin uptake, in pore-properties and in immunity requirement",yes,Hybrid colicins constructed and purified via genetic recombination,True
P5f987d50e1c8,CAMERS-B: CRISPR/Cpf1 assisted multiple-genes editing and regulation system for Bacillus subtilis,yes,Genetically manipulated B. subtilis with CRISPR/Cpf1 editing,True
P5fb69512c682,Novel configurations of type I-E CRISPR-Cas system in Corynebacterium striatum clinical isolates,no,"Only bioinformatics analysis of CRISPR systems, no genetic manipulation",True
P60319a2d1340,Luminal and Mucosal-Associated Intestinal Microbiota in Patients with Diarrhea-Predominant Irritable Bowel Syndrome,no,"Only molecular analysis, no genetic manipulation",True
P607bd329d3a7,Intratumoural production of TNFα by bacteria mediates cancer therapy,yes,Engineered E. coli to produce TNFα in tumors,True
P60a234b8aee2,Characterization of the iron-regulated desA promoter of Streptomyces pilosus as a system for controlled gene expression in actinomycetes,no,No genetic manipulation performed,True
P61090fe9f0a6,Marine microbe-mediated biodegradation of low- and high-density polyethylenes,maybe,no abstract text available,False
P617d4a243315,Unraveling the bioactivities and immunomodulatory potential of postbiotics derived from Bacillus subtilis and B. amyloliquefaciens for aquaculture,no,No genetic manipulation performed,True
P619f8f2d6c87,CRAGE-CRISPR Facilitates Rapid Activation of Secondary Metabolite Biosynthetic Gene Clusters in Bacteria,yes,CRISPR used to knock out and activate BGCs in bacteria,True
P61e61d43f967,Enzymatic De-Glycosylation of Rutin Improves Its Antioxidant and Antiproliferative Activities,no,"Enzymatic hydrolysis, not genetic manipulation",True
P6242fcf065ad,Therapeutic potential of secondary metabolites from endophytic fungi in biotechnology and medicine,maybe,no abstract text available,False
P629b7be41883,Role of sortase a in Lactobacillus gasseri Kx110A1 adhesion to gastric epithelial cells and competitive exclusion of Helicobacter pylori,yes,Genetic mutant constructed for srtA gene,True
P62aaa0c6bdbb,Programmable CRISPR‐Cas Transcriptional Activation in Bacteria,yes,Directed evolution of dCas9-AsiA in E. coli,True
P62d1b1492828,Impact of disposable mask microplastics pollution on the aquatic environment and microalgae growth,no,No genetic manipulation performed,True
P62eebc6cb0b5,Adaptive laboratory evolution under oxidative stress in lactococcus lactis subsp. lactis LM1009: Transcriptomic remodeling and functional enhancement,no,No genetic manipulation attempted,True
P6312cec0baad,The Female Urinary Microbiome: A Comparison of Women with and without Urgency Urinary Incontinence,no,Only sequencing and culture; no genetic manipulation,True
P632d92ed357a,Phase-variable restriction/modification systems are required for Helicobacter pylori colonization,yes,Mutants constructed via gene deletion and substitution,True
P63f27f28c858,Reinvigorating AMR resilience: leveraging CRISPR–Cas technology potentials to combat the 2024 WHO bacterial priority pathogens for enhanced global health security—a systematic review.,no,"Purely systematic review, no wet-lab manipulation described",True
P64e1eb7825ed,Supramolecular assemblies of heterogeneous mesoporous silica nanoparticles to Co-deliver antimicrobial peptides and antibiotics for synergistic eradication of pathogenic biofilms,no,No genetic manipulation of microbes performed,True
P6567ed766fed,Recent Updates on Microbial Naringinase for Debittering of Citrus Juices by Transformation of Flavonoid Naringin,maybe,no abstract text available,False
P65aaf97f4ef1,Establishment and application of a CRISPR-Cas12a assisted genome-editing system in Zymomonas mobilis,yes,"CRISPR-Cas12a used for gene editing, deletion, insertion, and plasmid curing in Z. mobilis",True
P663312fbc98b,CcrZ Is a Pneumococcal Spatiotemporal Cell Cycle Regulator that Interacts with FtsZ and Controls DNA Replication by Modulating the Activity of DnaA,no,No genetic manipulation performed,True
P66c9a1ea1017,Co-spinning of silver nanoparticles with nisin increases the antimicrobial spectrum of PDLLA: PEO nanofibers,no,No genetic manipulation of microbes performed,True
P66db4a29f378,Development of the static and dynamic gene expression regulation toolkit in Pseudomonas chlororaphis,yes,Constructed promoter libraries and fused with report genes,True
P66e424c05779,Transformation of a filamentous cyanobacterium by electroporation,yes,Electroporation performed on cyanobacterium,True
P66e43de9f3c2,Constitutive expression of a cytotoxic anticancer protein in tumor-colonizing bacteria,yes,Engineered bacteria to express cytotoxic protein constitutively,True
P66ec274957d1,Directed chromosomal integration and expression of porcine rotavirus outer capsid protein VP4 in Lactobacillus casei ATCC393,yes,Genetic integration and expression of VP4 achieved in Lactobacillus,True
P672c81151e2b,Efficient system for directed integration into the Lactobacillus acidophilus and Lactobacillus gasseri chromosomes via homologous recombination,yes,Describes genetic integration and gene inactivation in bacteria,True
P676a8525f583,Probiotic activity of saccharomyces cerevisiae var. boulardii against human pathogens,maybe,no abstract text available,False
P678f25c864d9,Gene Silencing with CRISPRi in Bacteria and Optimization of dCas9 Expression Levels,yes,Describes hands-on CRISPRi manipulation in bacteria,True
P679ae3c6c4c5,Direct Conversion of CO2 to α-Farnesene Using Metabolically Engineered Synechococcus elongatus PCC 7942,yes,Metabolically engineered Synechococcus elongatus with heterologous FS and MEP pathway,True
P67a299fbe845,Use of a conditionally lethal gene in Anabaena sp. strain PCC 7120 to select for double recombinants and to entrap insertion sequences,yes,Genetic manipulation via recombination and selection in cyanobacterium,True
P6862c027ede9,"Randomized, Placebo-Controlled Phase 2 Trial of a Lactobacillus Crispatus Probiotic Given Intravaginally for Prevention of Recurrent Urinary Tract Infection",no,"Probiotic administration, no genetic manipulation",True
P68bbc5f7a9fd,CRISPR Interference to Inducibly Repress Gene Expression in Chlamydia trachomatis,yes,CRISPRi system implemented and modified in transformed C. trachomatis,True
P68bde2f18e0d,"Dietary inclusion of watermelon rind powder and Lactobacillus plantarum: effects on Nile tilapia’s growth, skin mucus and serum immunities, and disease resistance",no,No genetic manipulation of microbes performed,True
P69112ea7b612,Naturally occurring off-switches for CRISPR-Cas9.,no,No genetic manipulation of microbes performed,True
P6923da38281e,Nature of DNA polymorphism in the direct repeat cluster of Mycobacterium tuberculosis; application for strain differentiation by a novel typing method.,no,Only sequencing and bioinformatics analysis performed,True
P69438d5f89ed,Precision genome editing unveils a breakthrough in reversing antibiotic resistance: CRISPR/Cas9 targeting of multi-drug resistance genes in methicillin-resistant Staphylococcus aureus.,yes,CRISPR/Cas9 plasmids electroporated into MRSA with gene editing and validation,True
P699f03bb1b9a,Predatory activity of Myxococcus xanthus outer-membrane vesicles and properties of their hydrolase cargo,no,No genetic manipulation performed,True
P699f9415ee9b,Programmed hierarchical patterning of bacterial populations,yes,Genetic circuits built and validated in bacteria,True
P69a332dd0fd2,The nedd-8 Activating Enzyme Gene Underlies Genetic Resistance to Infectious Pancreatic Necrosis Virus in Atlantic Salmon,yes,CRISPR-Cas9 knockout performed in salmon cell lines,True
P69e99810b93f,Transcriptional Regulation of the Rhodococcus J1 nitA Gene Encoding a Nitrilase,no,No genetic manipulation performed,True
P6a126a2d9a49,"Bioactive seco-sativene sesquiterpenoids from an Artemisia desertorum endophytic fungus, Cochliobolus sativus",no,No genetic manipulation performed,True
