paper_id,title,doi,pmid,pmcid,year,journal,authors,source_database,discovery_route,discovery_query,review_seed_doi,is_review,full_text_available,processing_status,notes
P922631756d54,Evolution of alternative transcriptional circuits with identical logic,,17006507,,2006,Nature,"Tsong AE, Tuch BB, Li H, Johnson AD.",europe_pmc_references,review_reference,references of P2554b0171c61 (Prokaryotic horizontal gene transfer within the human holobiont: ecological-evol),10.1186/s40168-018-0551-z,False,False,discovered,
P924843e1a641,The oxidative damage of plasmid DNA by ascorbic acid derivatives in vitro: the first research on the relationship between the structure of ascorbic acid and the oxidative damage of plasmid DNA,,17193327,,2006,Chem Biodivers,"Liu PY, Jiang N, Zhang J, Wei X, Lin HH, Yu XQ.",europe_pmc_references,review_reference,references of Paa23a834fa62 (Strategies to combat antimicrobial resistance: anti-plasmid and plasmid curing),10.1093/femsre/fuy031,False,False,discovered,
P92b3da5e2673,"Microbial population dynamics of kimchi, a fermented cabbage product",,16553862,,2006,FEMS Microbiol Lett,"Cho J, Lee D, Yang C, Jeon J, Kim J, Han H.",europe_pmc_references,review_reference,references of P766ee34abf04 (The genomics of microbial domestication in the fermented food environment),10.1016/j.gde.2015.07.003,False,False,discovered,
P93a712a01ea6,"A spreadable, non-integrative and high copy number shuttle vector for Sulfolobus solfataricus based on the genetic element pSSVx from Sulfolobus islandicus",,16971457,,2006,Nucleic Acids Res,"Aucelli T, Contursi P, Girfoglio M, Rossi M, Cannio R.",europe_pmc_references,review_reference,"references of P0c07ad9a7838 (Genetic technologies for extremely thermophilic microorganisms of Sulfolobus, th)",10.1007/s11427-016-0355-8,False,False,discovered,
P942e5c767f4c,Extensive phage dynamics in Staphylococcus aureus contributes to adaptation to the human host during infection,,16968231,,2006,Mol Microbiol,"Goerke C, Wirtz C, Fluckiger U, Wolz C.",europe_pmc_references,review_reference,references of P202214a14c66 (Insights into the Human Virome Using CRISPR Spacers from Microbiomes),10.3390/v10090479,False,False,discovered,
P95bf1b06f3d4,Targeted therapy with a Salmonella typhimurium leucine-arginine auxotroph cures orthotopic human breast tumors in nude mice,,16885365,,2006,Cancer Res,"Zhao M, Yang M, Ma H, Li X, Tan X, Li S, Yang Z, Hoffman RM.",europe_pmc_references,review_reference,references of P107ffb9e5e13 (Engineering bacteria as interactive cancer therapies),10.1126/science.add9667,False,False,discovered,
P95e890306a3e,Enhanced biofilm formation and increased resistance to antimicrobial agents and bacterial invasion are caused by synergistic interactions in multispecies biofilms,,16751497,,2006,Appl Environ Microbiol,"Burmolle M, Webb JS, Rao D, Hansen LH, Sorensen SJ, Kjelleberg S.",europe_pmc_references,review_reference,references of Pde01bf5f2d57 (Microfluidics and microbial engineering),10.1039/c5lc01039j,False,False,discovered,
P9611274a69fd,Group A Streptococcus (GAS) carbohydrate as an immunogen for protection against GAS infection,10.1086/498618,16323141,,2006,J Infect Dis,,europe_pmc_table_reference,review_reference,table extraction: Potential targets for next generation antimicrobial glycoconjugate vac / Table 1.,10.1093/femsre/fuy011,False,False,discovered,From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=et al. || From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=et al. || From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=et al. || From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=et al. || From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=et al.
P96306f116019,High fidelity of RecA-catalyzed recombination: a watchdog of genetic diversity,,16990254,,2006,Nucleic Acids Res,"Sagi D, Tlusty T, Stavans J.",europe_pmc_references,review_reference,references of P34d1d4ba1d93 (Steady at the wheel: conservative sex and the benefits of bacterial transformati),10.1098/rstb.2015.0528,False,False,discovered,
P96325bcec807,A macromolecular complex formed by a pilin-like protein in competent Bacillus subtilis.,10.1074/jbc.M604071200,16751195,,2006,J. Biol. Chem.,,europe_pmc_table_reference,review_reference,table extraction: Molecular mechanisms and applications of natural transformation in bac / TABLE 1,10.3389/fmicb.2025.1578813,False,False,discovered,From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGC || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGD || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGE || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGG || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comC || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGC || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGD || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGE || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGG || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comC || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGC || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGD || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGE || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGG || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comC || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGC || From table 'TABLE 1' (Genes involved in natural transformation of gram-positive bacteria.); organism_guess=comGD || From table 'TABLE 1' (Genes inv
P97cbf1601596,Role of phosphoenolpyruvate in the NADP-isocitrate dehydrogenase and isocitrate lyase reaction in Escherichia coli,,17142397,,2006,J Bacteriol,"Ogawa T, Murakami K, Mori H, Ishii N, Tomita M, Yoshin M.",europe_pmc_references,review_reference,references of P7f459bcf1ec9 (Metabolic Engineering of Microbial Cell Factories for Sustainable Production of ),10.1021/acssynbio.6c00078,False,False,discovered,
P97fd56e6ff21,VIM-1 metallo-beta-lactamase in Acinetobacter baumannii,10.3201/eid1206.051097,16707056,,2006,Emerg Infect Dis,"Tsakris A, Ikonomidis A, Pournaras S, Tzouvelekis LS, Sofianou D, Legakis NJ, Maniatis AN.",europe_pmc_references,review_reference,references of P6d3a305f604d (Insights on the Horizontal Gene Transfer of Carbapenemase Determinants in the Op) || references of P6d3a305f604d (Insights on the Horizontal Gene Transfer of Carbapenemase Determinants in the Op) || table extraction: Insights on the Horizontal Gene Transfer of Carbapenemase Determinants / Table 1,10.3390/microorganisms4030029,False,False,discovered,"From table 'Table 1' (Carbapenemase Genes in Acinetobacter baumannii: Genetic Location, Horizontal Gen); organism_guess=n/a"
P98015022c32e,Methylglyoxal bypass identified as source of chiral contamination in l(+) and d(-)-lactate fermentations by recombinant Escherichia coli,10.1007/s10529-006-9122-7,16868860,,2006,Biotechnol Lett,"Grabar TB, Zhou S, Shanmugam KT, Yomano LP, Ingram LO.",europe_pmc_references,review_reference,references of P045c2887cf89 (Selecting the Best: Evolutionary Engineering of Chemical Production in Microbes) || references of P045c2887cf89 (Selecting the Best: Evolutionary Engineering of Chemical Production in Microbes) || table extraction: Selecting the Best: Evolutionary Engineering of Chemical Production in / Table 1,10.3390/genes9050249,False,False,discovered,From table 'Table 1' (Applications of growth-coupled selection for chemical production in microorganis); organism_guess=adhE pta pfk glk
P9845b13a24d4,Absolute and relative QPCR quantification of plasmid copy number in Escherichia coli,,16388869,,2006,J Biotechnol,"Lee C, Kim J, Shin SG, Hwang S.",europe_pmc_references,review_reference,references of P2adbe0804d9d (Beyond bactericidal: targeting plasmid-mediated antibiotic resistance with natur),10.3389/fmicb.2026.1802582,False,False,discovered,
P9873d1a4f7eb,The phosphopantetheinyl transferase superfamily: phylogenetic analysis and functional implications in cyanobacteria,,16597923,,2006,Appl Environ Microbiol,"Copp JN, Neilan BA.",europe_pmc_references,review_reference,references of Pf6148c640ddd (Engineering microbial hosts for production of bacterial natural products),10.1039/c6np00017g,False,False,discovered,
P98d21299232b,Overflow metabolism in Escherichia coli during steady-state growth: transcriptional regulation and effect of the redox ratio,,16672514,,2006,Appl Environ Microbiol,"Vemuri GN, Altman E, Sangurdekar DP, Khodursky AB, Eiteman MA.",europe_pmc_references,review_reference,references of Pb16ffc7eb246 (Properties of alternative microbial hosts used in synthetic biology: towards the),10.1042/ebc20160015,False,False,discovered,
P9925efcbc6ec,Probiotics and inflammatory bowel diseases,,16754706,,2006,Postgrad Med J,"Bai AP, Ouyang Q.",europe_pmc_references,review_reference,references of P72cc8b64dc23 (Synthetic Biology Approaches to Engineer Probiotics and Members of the Human Mic),10.1146/annurev-bioeng-062117-121019,False,False,discovered,
P9979a13e4c9a,Immunogenicity of synthetic saccharide fragments of Vibrio cholerae O1 (Ogawa and Inaba) bound to Exotoxin A,10.1111/j.1574-695X.2006.00143.x,17010106,,2006,FEMS Immunol Med Micr,"Wade TK, Saksena R, Shiloach J, Kovac P, Wade WF.",europe_pmc_table_reference,review_reference,table extraction: Potential targets for next generation antimicrobial glycoconjugate vac / Table 1. || references of P1ac2c21f06bb (Potential targets for next generation antimicrobial glycoconjugate vaccines),10.1093/femsre/fuy011,False,False,discovered,From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=Vibrio cholerae || From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=Vibrio cholerae || From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=Vibrio cholerae || From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=Vibrio cholerae || From table 'Table 1.' (Examples of glycoconjugate vaccines in the market or in development.); organism_guess=Vibrio cholerae
P99f74ed4eafe,"mazF, a novel counter-selectable marker for unmarked chromosomal manipulation in Bacillus subtilis",10.1093/nar/gkl358,16714443,,2006,Nucleic Acids Res,"Zhang XZ, Yan X, Cui ZL, Hong Q, Li SP.",europe_pmc_table_reference,review_reference,table extraction: Approaches to genetic tool development for rapid domestication of non- / Table 2 || references of P176ba803fe31 (Building a genome engineering toolbox in nonmodel prokaryotic microbes),10.1186/s13068-020-01872-z; 10.1002/bit.26727,False,False,discovered,From table 'Table 2' (Commonly used counter-selectable markers and associated selections for homologou); organism_guess=mazF || From table 'Table 2' (Commonly used counter-selectable markers and associated selections for homologou); organism_guess=mazF || From table 'Table 2' (Commonly used counter-selectable markers and associated selections for homologou); organism_guess=mazF || From table 'Table 2' (Commonly used counter-selectable markers and associated selections for homologou); organism_guess=mazF || From table 'Table 2' (Commonly used counter-selectable markers and associated selections for homologou); organism_guess=mazF
P9a2261bcb0f4,Microdiesel: Escherichia coli engineered for fuel production,,16946248,,2006,Microbiology (Reading),"Kalscheuer R, Stolting T, Steinbuchel A.",europe_pmc_references,review_reference,references of Pa1c13c581612 (Spatial organization of enzymes to enhance synthetic pathways in microbial chass),10.1186/s12934-018-0965-0,False,False,discovered,
P9a661088bd6c,"Terpene synthases and the regulation, diversity and biological roles of terpene metabolism",,16600670,,2006,Curr Opin Plant Biol,Tholl D.,europe_pmc_references,review_reference,references of Pa19ba110127f (Terpenoid Metabolic Engineering in Photosynthetic Microorganisms),10.3390/genes9110520,False,False,discovered,
P9b658f7c70dd,The promise of synthetic biology,,17269152,,2006,Appl Microbiol Biotechnol,Pleiss J.,europe_pmc_references,review_reference,references of P395df43babe8 (Applications of CRISPR/Cas System to Bacterial Metabolic Engineering),10.3390/ijms19041089,False,False,discovered,
P9c02f42672cd,Suicide vectors for antibiotic marker exchange and rapid generation of multiple knockout mutants by allelic exchange in Gram-negative bacteria,,16750581,,2006,J Microbiol Methods,"Ortiz-Martin I, Macho AP, Lambersten L, Ramos C, Beuzon CR.",europe_pmc_references,review_reference,references of P176ba803fe31 (Building a genome engineering toolbox in nonmodel prokaryotic microbes),10.1002/bit.26727,False,False,discovered,
P9c41ee7f81de,Analysis of Pseudomonas aeruginosa conditional psl variants reveals roles for the psl polysaccharide in adhesion and maintaining biofilm structure postattachment,,16980452,,2006,J Bacteriol,"Ma L, Jackson KD, Landry RM, Parsek MR, Wozniak DJ.",europe_pmc_references,review_reference,references of P1ac2c21f06bb (Potential targets for next generation antimicrobial glycoconjugate vaccines),10.1093/femsre/fuy011,False,False,discovered,
P9cc1ae19e56f,The fate of laterally transferred genes: life in the fast lane to adaptation or death,,16651664,,2006,Genome Res,"Hao W, Golding GB.",europe_pmc_references,review_reference,references of P650ded27faca (Sampling the mobile gene pool: innovation via horizontal gene transfer in bacter),10.1098/rstb.2016.0424,False,False,discovered,
P9ceef7df5d81,DNA detection using recombination proteins,,16756388,,2006,PLoS Biol,"Piepenburg O, Williams CH, Stemple DL, Armes NA.",europe_pmc_references,review_reference,references of Pfca6cfb9d88b (CRISPR-Cas9/Cas12a biotechnology and application in bacteria),10.1016/j.synbio.2018.09.004,False,False,discovered,
P9cf9f4262e68,Flavin-dependent halogenases involved in secondary metabolism in bacteria,,16544142,,2006,Appl Microbiol Biotechnol,"van Pee KH, Patallo EP.",europe_pmc_references,review_reference,references of P68d07bd058da (Microbial Synthesis and Transformation of Inorganic and Organic Chlorine Compoun),10.3389/fmicb.2018.03079,False,False,discovered,
P9d4961a5a3c0,Epigenetic gene regulation in the bacterial world,,16959970,,2006,Microbiol Mol Biol Rev,"Casadesus J, Low D.",europe_pmc_references,review_reference,references of P26ce4c7f54ec (Epigenetic Phase Variation in Bacterial Adaptation to Environmental Stress: A Na),10.1007/s00284-026-04977-0,False,False,discovered,
P9d893c907c86,"Complete nucleotide sequence of pK245, a 98-kilobase plasmid conferring quinolone resistance and extended-spectrum-beta-lactamase activity in a clinical Klebsiella pneumoniae isolate",,16940067,,2006,Antimicrob Agents Chemother,"Chen YT, Shu HY, Li LH, Liao TL, Wu KM, Shiau YR, Yan JJ, Su IJ, Tsai SF, Lauderdale TL.",europe_pmc_references,review_reference,references of P31e3d6fcefe4 (Mobile Genetic Elements Associated with Antimicrobial Resistance),10.1128/cmr.00088-17,False,False,discovered,
P9dfe4a2a7e7e,"The stringent response is required for Helicobacter pylori survival of stationary phase, exposure to acid, and aerobic shock",,16855239,,2006,J Bacteriol,"Mouery K, Rader BA, Gaynor EC, Guillemin K.",europe_pmc_references,review_reference,references of P71b6c597adff (Significance of dormant forms of <i>Helicobacter pylori</i> in ulcerogenesis),10.3748/wjg.v23.i27.4867,False,False,discovered,
P9f1f7eac4365,VraSR two-component regulatory system and its role in induction of pbp2 and vraSR expression by cell wall antimicrobials in Staphylococcus aureus,,16377706,,2006,Antimicrob Agents Chemother,"Yin S, Daum RS, Boyle-Vavra S.",europe_pmc_references,review_reference,"references of Pbad03df72050 (Reduced vancomycin susceptibility in Staphylococcus aureus, including vancomycin)",10.1128/cmr.00042-09,False,False,discovered,
P9fbb859b0e5a,Lactobacilli expressing variable domain of Llama heavy‐chain antibody fragments (lactobodies) confer protection against Rotavirus‐induced diarrhea,10.1086/508747,17083044,,2006,J. Infect. Dis.,,europe_pmc_table_reference,review_reference,table extraction: Recent advances in genetic tools for engineering probiotic lactic acid / Table 1,10.1042/bsr20211299,False,False,discovered,From table 'Table 1' (Examples of engineered probiotics and their expression details); organism_guess=Lacticaseibacillus paracasei (formerly Lactobacillus paracasei) || From table 'Table 1' (Examples of engineered probiotics and their expression details); organism_guess=Lacticaseibacillus paracasei (formerly Lactobacillus paracasei) || From table 'Table 1' (Examples of engineered probiotics and their expression details); organism_guess=Lacticaseibacillus paracasei (formerly Lactobacillus paracasei) || From table 'Table 1' (Examples of engineered probiotics and their expression details); organism_guess=Lacticaseibacillus paracasei (formerly Lactobacillus paracasei) || From table 'Table 1' (Examples of engineered probiotics and their expression details); organism_guess=Lacticaseibacillus paracasei (formerly Lactobacillus paracasei)
P9fe297cae045,The evolutionary strategy of DNA acquisition as a possible reason for a universal genetic code,,18351050,,2006,Hist Philos Life Sci,Arber W.,europe_pmc_references,review_reference,references of Pa56a4c5caa3d (Horizontal Gene Transfer among Bacteria and Its Role in Biological Evolution),10.3390/life4020217,False,False,discovered,
P9fe4305125fc,Isolation of a novel acidiphilic methanogen from an acidic peat bog,,16699521,,2006,Nature,"Brauer SL, Cadillo-Quiroz H, Yashiro E, Yavitt JB, Zinder SH.",europe_pmc_references,review_reference,references of P668adc692702 (Microbial trophic interactions and mcrA gene expression in monitoring of anaerob),10.3389/fmicb.2014.00597,False,False,discovered,
Pa0155228a408,Novel surface display system for proteins on non-genetically modified gram-positive bacteria,,16391130,,2006,Appl Environ Microbiol,"Bosma T, Kanninga R, Neef J, Audouy SA, van Roosmalen ML, Steen A, Buist G, Kok J, Kuipers OP, Robillard G, Leenhouts K.",europe_pmc_references,review_reference,"references of Pd23e78fdf0c8 (Genetically Modified Lactic Acid Bacteria in the EU Food Chain: Applications, Be)",10.3390/ijms27093759,False,False,discovered,
Pa0466d7d03b6,Replicon typing of plasmids encoding resistance to newer beta-lactams,,16836838,,2006,Emerg Infect Dis,"Carattoli A, Miriagou V, Bertini A, Loli A, Colinon C, Villa L, Whichard JM, Rossolini GM.",europe_pmc_references,review_reference,references of Pc2d24204c7f3 (Evolution and typing of IncC plasmids contributing to antibiotic resistance in G),10.1016/j.plasmid.2018.08.001,False,False,discovered,
Pa04f8061cd5c,"Safe Use of Genetically Modified Lactic Acid Bacteria in Food. Bridging the Gap between Consumers, Green Groups, and Industry",10.2225/vol9-issue4-fulltext-12,,,2006,Electron. J. Biotechnol.,Sybesma,europe_pmc_references,review_reference,"references of Pd23e78fdf0c8 (Genetically Modified Lactic Acid Bacteria in the EU Food Chain: Applications, Be)",10.3390/ijms27093759,False,False,discovered,
Pa05f3180dbf5,Structure of an archaeal PCNA1-PCNA2-FEN1 complex: elucidating PCNA subunit and client enzyme specificity,,16945955,,2006,Nucleic Acids Res,"Dore AS, Kilkenny ML, Jones SA, Oliver AW, Roe SM, Bell SD, Pearl LH.",europe_pmc_references,review_reference,"references of P0c07ad9a7838 (Genetic technologies for extremely thermophilic microorganisms of Sulfolobus, th)",10.1007/s11427-016-0355-8,False,False,discovered,
Pa0cd28ed6419,Characterization of extracellular RNAs produced by the marine photosynthetic bacterium Rhodovulum sulfidophilum,,16672282,,2006,J Biochem,"Ando T, Suzuki H, Nishimura S, Tanaka T, Hiraishi A, Kikuchi Y.",europe_pmc_references,review_reference,references of P77ad08bb1a5f (Extracellular nucleic acids of the marine bacterium Rhodovulum sulfidophilum and),10.1093/femsle/fnx268,False,False,discovered,
Pa1e1fab174f5,Advances in combating fungal diseases: vaccines on the threshold,,17160002,,2006,Nat Rev Microbiol,"Cutler JE, Deepe GS Jr, Klein BS.",europe_pmc_references,review_reference,references of P1ac2c21f06bb (Potential targets for next generation antimicrobial glycoconjugate vaccines),10.1093/femsre/fuy011,False,False,discovered,
Pa2063a14fb1f,Perchlorate in pleistocene and holocene groundwater in north-central New Mexico,,16570594,,2006,Environ Sci Technol,"Plummer LN, Bohlke JK, Doughten MW.",europe_pmc_references,review_reference,references of P68d07bd058da (Microbial Synthesis and Transformation of Inorganic and Organic Chlorine Compoun),10.3389/fmicb.2018.03079,False,False,discovered,
Pa2b76678ef64,Exploring glycopeptide-resistance in Staphylococcus aureus: a combined proteomics and transcriptomics approach for the identification of resistance-related markers,,17121677,,2006,BMC Genomics,"Scherl A, Francois P, Charbonnier Y, Deshusses JM, Koessler T, Huyghe A, Bento M, Stahl-Zeng J, Fischer A, Masselot A, Vaezzadeh A, Galle F, Renzoni A, Vaudaux P, Lew D, Zimmermann-Ivol CG, Binz PA, Sanchez JC, Hochstrasser DF, Schrenzel J.",europe_pmc_references,review_reference,"references of Pbad03df72050 (Reduced vancomycin susceptibility in Staphylococcus aureus, including vancomycin)",10.1128/cmr.00042-09,False,False,discovered,
Pa2f2094a1d3b,Coenzyme Q10 production in recombinant Escherichia coli strains engineered with a heterologous decaprenyl diphosphate synthase gene and foreign mevalonate pathway,,16815062,,2006,Metab Eng,"Zahiri HS, Yoon SH, Keasling JD, Lee SH, Won Kim S, Yoon SC, Shin YC.",europe_pmc_references,review_reference,references of Pf4d2cfb553b7 (Toward Genome-Based Metabolic Engineering in Bacteria),10.1016/bs.aambs.2017.07.001,False,False,discovered,
Pa37ea0deb2f2,The mechanism of plasmid curing in bacteria,,16842214,,2006,Curr Drug Targets,"Spengler G, Molnar A, Schelz Z, Amaral L, Sharples D, Molnar J.",europe_pmc_references,review_reference,references of P2adbe0804d9d (Beyond bactericidal: targeting plasmid-mediated antibiotic resistance with natur) || references of Paa23a834fa62 (Strategies to combat antimicrobial resistance: anti-plasmid and plasmid curing),10.3389/fmicb.2026.1802582; 10.1093/femsre/fuy031,False,False,discovered,
Pa483807db57b,The need for accuracy in performing vancomycin intermediate resistant Staphylococcus aureus (VISA) and hetero--VISA detection methods,,17049817,,2006,Int J Antimicrob Agents,Wootton M.,europe_pmc_references,review_reference,"references of Pbad03df72050 (Reduced vancomycin susceptibility in Staphylococcus aureus, including vancomycin)",10.1128/cmr.00042-09,False,False,discovered,
Pa48c7e36ec12,Combinatorial biosynthesis of novel antibiotics related to daptomycin,,17090667,,2006,Proc Natl Acad Sci U S A,"Nguyen KT, Ritz D, Gu JQ, Alexander D, Chu M, Miao V, Brian P, Baltz RH.",europe_pmc_references,review_reference,references of P415b0d0b63d3 (Bacterial genome engineering and synthetic biology: combating pathogens),10.1186/s12866-016-0876-3,False,False,discovered,
Pa646ad59a685,The role of root exudates in rhizosphere interactions with plants and other organisms,,16669762,,2006,Annu Rev Plant Biol,"Bais HP, Weir TL, Perry LG, Gilroy S, Vivanco JM.",europe_pmc_references,review_reference,references of Pc062ecf31b77 (Impact of plant domestication on rhizosphere microbiome assembly and functions),10.1007/s11103-015-0337-7,False,False,discovered,
Pa8157c1caa86,Drugs for bad bugs: confronting the challenges of antibacterial discovery,,17159923,,2006,Nat Rev Drug Discov,"Payne DJ, Gwynn MN, Holmes DJ, Pompliano DL.",europe_pmc_references,review_reference,references of Pa80e2f0d3394 (CRISPR-Cas-Mediated Reprogramming Strategies to Overcome Antimicrobial Resistanc),10.3390/pharmaceutics18010095,False,False,discovered,
Pa85304f4526b,Cultivation-independent examination of horizontal transfer and host range of an IncP-1 plasmid among gram-positive and gram-negative bacteria indigenous to the barley rhizosphere,,17021220,,2006,Appl Environ Microbiol,"Musovic S, Oregaard G, Kroer N, Sorensen SJ.",europe_pmc_references,review_reference,references of P693018b6b753 (Bacterial conjugation and its deployment for diverse biotechnology applications),10.1016/j.biotechadv.2026.108894,False,False,discovered,
Paa90d535ebc7,"Display of α-amylase on the surface of Lactobacillus casei cells by use of the PgsA anchor protein, and production of lactic acid from starch",10.1128/AEM.72.1.269-275.2006,16391053,,2006,Appl. Environ. Microbiol.,,europe_pmc_table_reference,review_reference,table extraction: Recent advances in genetic tools for engineering probiotic lactic acid / Table 3,10.1042/bsr20211299,False,False,discovered,"From table 'Table 3' (Examples of different types of heterologous protein expression systems for engin); organism_guess=Lc. lactis, L. delbrueckii, L. brevis, L. helveticus, L. johnsonii, L. crispatus, and L. salivarius, L. plantarum, Lactobacillus zeae, L. sakei, and L. casei, L. gasseri || From table 'Table 3' (Examples of different types of heterologous protein expression systems for engin); organism_guess=Lc. lactis, L. delbrueckii, L. brevis, L. helveticus, L. johnsonii, L. crispatus, and L. salivarius, L. plantarum, Lactobacillus zeae, L. sakei, and L. casei, L. gasseri || From table 'Table 3' (Examples of different types of heterologous protein expression systems for engin); organism_guess=Lc. lactis, L. delbrueckii, L. brevis, L. helveticus, L. johnsonii, L. crispatus, and L. salivarius, L. plantarum, Lactobacillus zeae, L. sakei, and L. casei, L. gasseri || From table 'Table 3' (Examples of different types of heterologous protein expression systems for engin); organism_guess=Lc. lactis, L. delbrueckii, L. brevis, L. helveticus, L. johnsonii, L. crispatus, and L. salivarius, L. plantarum, Lactobacillus zeae, L. sakei, and L. casei, L. gasseri || From table 'Table 3' (Examples of different types of heterologous protein expression systems for engin); organism_guess=Lc. lactis, L. delbrueckii, L. brevis, L. helveticus, L. johnsonii, L. crispatus, and L. salivarius, L. plantarum, Lactobacillus zeae, L. sakei, and L. casei, L. gasseri"
Paac483ae3869,Developing live Shigella vaccines using lambda Red recombineering,,16872384,,2006,FEMS Immunol Med Microbiol,"Ranallo RT, Barnoy S, Thakkar S, Urick T, Venkatesan MM.",europe_pmc_references,review_reference,references of P176ba803fe31 (Building a genome engineering toolbox in nonmodel prokaryotic microbes) || references of P415b0d0b63d3 (Bacterial genome engineering and synthetic biology: combating pathogens),10.1002/bit.26727; 10.1186/s12866-016-0876-3,False,False,discovered,
Pab16392dc1ea,The genome and transcriptomes of the anti-tumor agent Clostridium novyi-NT,,17115055,,2006,Nat Biotechnol,"Bettegowda C, Huang X, Lin J, Cheong I, Kohli M, Szabo SA, Zhang X, Diaz LA Jr, Velculescu VE, Parmigiani G, Kinzler KW, Vogelstein B, Zhou S.",europe_pmc_references,review_reference,references of P6259dce06a08 (Synthetic biology of oncolytic bacteria: Comparative microbial chassis and preci),10.1016/j.toxrep.2026.102292,False,False,discovered,
Pab20d0c72afe,Combinatorial engineering of intergenic regions in operons tunes expression of multiple genes,,16845378,,2006,Nat Biotechnol,"Pfleger BF, Pitera DJ, Smolke CD, Keasling JD.",europe_pmc_references,review_reference,references of Pf6148c640ddd (Engineering microbial hosts for production of bacterial natural products),10.1039/c6np00017g,False,False,discovered,
Paca7aeb5e30f,The blp bacteriocins of Streptococcus pneumoniae mediate intraspecies competition both in vitro and in vivo,,17074857,,2006,Infect Immun,"Dawid S, Roche AM, Weiser JN.",europe_pmc_references,review_reference,references of P795c14330e9a (Quorum Sensing Regulation of Competence and Bacteriocins in Streptococcus pneumo),10.3390/genes8010015,False,False,discovered,
Pacf09b148f50,Harnessing actin dynamics for clathrin-mediated endocytosis,,16723976,,2006,Nat Rev Mol Cell Biol,"Kaksonen M, Toret CP, Drubin DG.",europe_pmc_references,review_reference,references of Pe4bd6f8da54b (Engineered Escherichia coli as a microbial cell factory for intracellular protei),10.1186/s12934-026-02944-9,False,False,discovered,
Pad22c2a096c6,DNA adenine methyltransferase influences the virulence of Aeromonas hydrophila,10.1128/IAI.74.1.410-424.2006,16368997,,2006,Infect Immun,"Erova TE, Pillai L, Fadl AA, Sha J, Wang S, Galindo CL, Chopra AK.",europe_pmc_table_reference,review_reference,table extraction: Epigenetic regulation in prokaryotes: transcriptional and phenotypic o / Table 1 || references of Pf419e8d029e9 (Epigenetic regulation in prokaryotes: transcriptional and phenotypic outcomes of),10.1093/femsre/fuag014,False,False,discovered,From table 'Table 1' (Virulence and host interaction-associated outcomes of DNA methyltransferase (Sec); organism_guess=Aeromonas hydrophila || From table 'Table 1' (Virulence and host interaction-associated outcomes of DNA methyltransferase (Sec); organism_guess=Aeromonas hydrophila || From table 'Table 1' (Virulence and host interaction-associated outcomes of DNA methyltransferase (Sec); organism_guess=Aeromonas hydrophila
Pad42bf8484e4,"Decreased susceptibility to glycopeptides in methicillin-resistant Staphylococcus aureus: a 20 year study in a large French teaching hospital, 1983-2002",,16410265,,2006,J Antimicrob Chemother,"Robert J, Bismuth R, Jarlier V.",europe_pmc_references,review_reference,"references of Pbad03df72050 (Reduced vancomycin susceptibility in Staphylococcus aureus, including vancomycin)",10.1128/cmr.00042-09,False,False,discovered,
